Store_ID,City,State,Latitude,Longitude,Date,Category,Store_Type,Population,Footfall,Orders,Revenue,Competitor_Count,Avg_Income,Expansion_Score,Revenue_Per_Order,Year,Month
S1169,Chennai,Tamil Nadu,15.951088,78.150695,2024-12-10,Electronics,Suburban,3166810,1349.5,272,156776.95,14,40032,4.87,576.3858455882354,2024,12
S1170,Hyderabad,Telangana,12.995746,77.72831,2024-07-08,Electronics,Rural,187478,499.0,783,156422.66,3,114942,3.06,199.77351213282247,2024,7
S1171,Pune,Maharashtra,16.306536,78.837522,2024-11-03,Pharmacy,Suburban,1347638,1608.0,647,104175.62,2,111774,5.73,161.0133230293663,2024,11
S1172,Visakhapatnam,Andhra Pradesh,17.792765,81.401686,2024-03-26,Grocery,Suburban,2340870,485.0,593,122929.32,5,88294,6.24,207.30070826306914,2024,3
S1173,Bengaluru,Karnataka,13.327864,80.713689,2024-01-13,Grocery,Suburban,4203585,2640.0,232,53719.79,4,68420,1.38,231.55081896551724,2024,1
S1174,Hyderabad,Telangana,12.768153,80.287757,2024-07-09,Grocery,Rural,3487172,2657.0,727,216841.8,15,108947,6.87,298.2693259972489,2024,7
S1175,Chennai,Tamil Nadu,14.631218,79.366858,2024-02-11,Grocery,Suburban,1478080,204.0,211,197791.33,8,105536,7.19,937.3996682464455,2024,2
S1176,Mumbai,Maharashtra,15.523921,78.676206,2024-08-29,Electronics,Urban,3973227,814.0,778,166541.71,7,38472,6.53,214.06389460154242,2024,8
S1177,Mumbai,Maharashtra,15.154338,82.294757,2024-03-09,Pharmacy,Urban,2370484,1131.0,864,14315.35,10,51224,1.65,16.56869212962963,2024,3
S1178,Chennai,Tamil Nadu,12.084759,82.739008,2024-10-03,Pharmacy,Suburban,4385518,465.0,247,90677.29,14,118634,6.95,367.11453441295544,2024,10
S1179,Mumbai,Maharashtra,15.523921,79.472786,2024-09-17,Electronics,Suburban,3059887,2667.0,339,108952.74,14,93815,5.63,321.3945132743363,2024,9
